bug ID,crypto,general,java,networking
37460,0.0,2.7641,0.0,3.4949
37459,1.0998,0.466,0.693,3.9125
37458,1.1917,0.7651,0.0,2.3311
37457,0.0,2.405,0.0,2.4592
37456,0.2824,1.4739,0.0,4.0707
37455,0.0,1.6333,0.0,1.6333
37454,0.0,3.2339,0.9987,3.2623
37453,2.1981,1.5727,1.0067,6.7709
37452,1.533,4.189,2.1074,4.5377
37451,0.0,5.1917,0.9955,0.3898
37450,1.633,2.543,0.7346,2.6093
37449,1.1756,2.2396,0.4239,4.0365
37448,0.0,3.1787,0.0,0.6323
37447,1.3187,3.5275,2.8412,5.8626
37446,0.3333,0.3333,0.0,2.6096
37445,0.0,1.5625,0.6645,0.6645
37444,0.6874,4.5651,1.3195,6.9847
37443,2.4639,3.0944,1.4288,4.6785
37442,1.1119,3.7199,1.2738,6.4437
37441,1.0854,3.5116,0.7418,3.9343
37440,0.0,0.7961,0.0,1.5651
37439,0.4939,3.537,1.0144,3.1707
37438,0.0,0.9464,0.0,0.0
37437,0.7127,4.3508,1.09,4.9467
37436,1.208,3.9079,2.6946,7.0092
37435,0.6145,3.2199,0.55,7.3039
37434,1.4429,1.9055,0.0,4.4946
37433,0.9034,0.7217,1.3872,6.5721
37432,0.6058,2.5475,0.6058,5.5837
37431,0.0,2.4871,0.0,2.1165
37430,0.19,2.383,0.1045,4.2453
37429,0.3378,2.1015,1.5065,2.8382
37428,0.5992,3.9154,2.1577,4.5168
37427,0.9987,3.5254,0.0,5.2766
37426,1.6535,3.7832,1.8742,10.1427
37425,0.8493,4.1228,0.7713,9.5638
37424,1.3347,3.3514,0.8585,6.6558
37423,0.0,1.5997,0.5865,5.1393
37422,0.0,0.7894,0.9258,2.196
37421,1.5474,5.043,2.4315,7.5305
37420,0.0,0.9466,0.0,0.0
37419,0.5606,3.562,1.7621,2.7366
37418,0.0,3.8702,3.785,5.2185
37417,1.5172,4.5984,1.7167,7.2597
37416,0.5549,2.953,0.0,5.3748
37415,0.0,1.222,0.7008,2.916
37414,0.2078,1.0764,0.5419,3.5083
37413,0.0,1.5411,1.7767,4.3057
37412,0.6227,2.9268,2.3588,1.1652
37411,1.4826,2.7574,0.8402,5.1835
37410,0.4288,2.1271,2.9297,7.544
37409,1.5047,3.2244,1.882,4.4809
37408,0.1712,4.3989,0.5577,2.9479
37407,1.0753,1.5978,1.2121,7.2535
37406,0.0,3.1768,1.2257,4.1035
37405,0.7108,2.1817,1.3664,6.17
37404,0.816,1.8168,0.6027,5.0264
37403,0.5162,3.1069,0.9818,5.0238
37402,0.0,1.6701,0.0,2.0079
37401,2.6855,5.5365,0.44,6.5738
37400,0.2767,1.111,0.0,1.6262
37399,0.1337,2.2576,1.2542,3.3614
37398,0.0,0.0,0.0,1.8315
37397,0.411,1.5764,1.3358,3.0682
37396,0.8587,3.3713,1.6519,3.4563
37395,1.0046,4.2752,0.3702,5.0813
37394,0.8953,2.53,0.6184,3.5014
37393,3.8587,6.7988,1.8111,1.7942
37392,0.7975,3.7046,1.2108,2.1502
37391,0.188,1.6722,0.0,2.2886
37390,0.0,2.1998,0.0,1.0203
37389,1.0757,4.5417,0.4074,7.0008
37388,0.7552,1.0419,0.587,5.2465
37387,1.2965,5.4002,4.6274,3.8174
37386,0.9729,3.7225,0.3423,8.5342
37385,1.1756,3.0514,1.2357,4.0365
37384,1.1756,3.0895,1.2739,4.0365
37383,1.2747,3.2065,0.4185,5.9971
37382,0.6599,2.5154,2.8289,5.8984
37381,0.2117,1.0592,0.0,0.7259
37380,0.6856,6.4465,7.0761,4.4717
37379,0.0,4.7271,1.9453,4.2448
37378,0.6441,4.3135,1.8277,6.1016
37377,0.2033,2.537,0.5833,3.563
37376,0.5617,0.481,0.9552,3.6409
37375,0.0,2.9742,0.8974,1.2766
37374,0.7705,1.8832,1.9677,4.0886
37373,0.0,2.1302,1.0806,2.9118
37372,1.246,2.6942,0.8638,3.439
37371,2.0282,3.5094,0.4858,4.2
37370,0.4359,1.202,0.893,1.6752
37369,0.0,2.0075,0.9892,1.8093
37368,0.8654,2.5451,1.0471,8.0011
37367,0.0,2.2212,1.2043,1.0985
37366,0.5642,2.7828,0.5642,4.2177
37365,2.2562,4.1999,2.5677,4.5532
37364,0.0,1.678,1.7331,2.7369
37363,0.0,2.7022,1.9378,1.4774
37362,0.0,0.7988,0.9808,0.783
37361,0.0,1.3656,1.4214,3.8877
37360,0.0,2.1809,0.0,1.8695
37359,0.408,4.9269,0.9318,7.4424
37358,1.1756,2.2396,0.4239,4.0365
37357,0.5496,4.6747,1.6985,7.6506
37356,1.0546,3.5986,0.365,5.6638
37355,2.4336,3.4945,0.3978,5.7464
37354,0.0,0.0,0.0,0.7546
37353,1.4294,2.3347,0.9372,7.6209
37352,0.0,0.7807,0.8521,1.6083
37351,0.2569,2.776,1.5498,4.1884
37350,0.0,3.4892,0.0,1.5154
37349,0.0,3.217,0.6786,1.9011
37348,0.5709,0.7802,0.2855,2.5913
37347,0.0,1.4597,1.4597,1.7885
37346,0.0,1.6035,0.0,0.0
37345,0.6487,4.9048,3.2691,2.7203
37344,0.0,1.0366,0.0,0.0
37343,1.6042,1.9457,0.3859,4.8659
37342,0.698,0.698,0.698,1.5765
37341,0.0,5.0849,0.701,5.7109
37340,0.0,10.1938,2.5725,0.6921
37339,0.2536,5.6797,3.7857,5.2718
37338,0.423,3.0826,0.423,6.5195
37337,0.0,3.7436,2.8425,2.1698
37336,1.0905,1.0905,0.5127,2.3167
37335,2.2118,4.4418,2.832,4.5052
37334,0.8734,3.2465,2.5986,5.6193
37333,0.0,0.8475,0.0,1.2932
37332,1.0761,2.6152,0.5932,3.7678
37331,0.0,1.4989,0.0,2.125
37330,1.3884,2.7828,0.762,5.4312
37329,0.9085,4.6493,5.4669,4.6214
37328,0.0,3.4886,0.0,1.8422
37327,0.9975,2.6959,0.6857,4.7958
37326,2.2499,1.8364,1.8598,1.9057
37325,0.5708,2.0862,0.5708,3.8631
37324,0.3622,1.6221,0.3622,5.8886
37323,0.702,1.779,0.702,3.3795
37322,0.519,1.0674,0.519,3.1572
37321,1.1978,2.9344,2.3029,5.707
37320,0.0,2.1511,1.1465,3.0666
37319,0.1391,1.5638,1.3785,1.8082
37318,1.5734,2.1398,0.5171,1.5734
37317,0.1585,1.4143,1.6447,2.8815
37316,0.0,1.961,0.0,1.8
37315,0.0,1.6275,1.3648,0.3949
37314,0.0,3.9007,0.0,3.423
37313,0.0,2.3474,0.0,1.0218
37312,0.0,1.2051,0.0,0.6632
37311,0.0,2.7441,0.9826,1.4195
37310,0.196,2.1848,1.7964,2.6836
37309,0.2034,2.4836,1.23,2.1961
37308,0.2216,2.6435,1.1129,1.9928
37307,0.0,0.7611,0.0,1.3726
37306,0.0,1.2981,0.0,3.5225
37305,0.0,1.9299,1.6549,4.2365
37304,0.1751,1.5894,1.5672,1.9969
37303,0.2619,4.3858,1.1769,6.8189
37302,0.0,1.9344,0.0,1.9137
37301,0.6156,1.7216,0.6156,3.5138
37300,0.6757,2.0423,0.6757,3.6972
37299,0.3983,3.1642,0.664,3.5118
37298,1.0521,1.0521,0.0,3.1512
37297,0.9446,6.1488,3.0741,6.4893
37296,0.6098,1.3498,0.6098,1.8915
37295,1.1756,2.7882,0.4239,5.9745
37294,0.0,4.6909,2.4652,2.6437
37293,0.891,3.1335,0.0,3.4364
37292,3.4755,3.1057,4.1415,6.3812
37291,0.0,3.5943,0.6055,3.5422
37290,0.8594,2.06,0.9087,5.6166
37289,0.0,2.8337,0.5523,4.8685
37288,1.4471,1.8149,1.9534,2.3567
37287,1.1107,4.5372,1.6618,6.2349
37286,0.5796,2.9711,0.0,4.6271
37285,0.2274,1.8665,0.0,2.3677
37284,1.0992,1.0992,0.0,5.0701
37283,0.0,0.0,0.0,0.0
37282,1.9079,4.4448,0.7526,4.578
37281,1.5797,4.4539,1.3694,3.8322
37280,0.4082,3.3256,0.0,5.1868
37279,1.0395,1.9571,0.57,2.8748
37278,0.2139,0.8192,0.0,1.4234
37277,2.7389,1.6952,0.5946,6.9334
37276,1.5273,1.3252,0.6696,2.0701
37275,0.2213,0.9114,0.0,1.4696
37274,0.2354,3.0591,1.33,3.7177
37273,0.2366,0.9747,0.0,1.7633
37272,0.593,1.9612,0.6004,3.2757
37271,0.4642,3.6795,2.3507,5.6521
37270,0.0,0.0,0.0,2.4804
37269,0.7053,3.1522,0.6688,2.3724
37268,0.0,2.1793,0.0,2.4119
37267,2.1756,1.2126,0.843,6.7211
37266,0.0,4.9594,1.3897,5.7478
37265,0.4163,6.2727,4.4044,8.3051
37264,1.2672,1.7114,0.449,4.083
37263,0.0,1.7655,0.0,5.3104
37262,1.5537,2.5164,2.5164,4.0652
37261,0.328,5.5161,2.7465,6.7695
37260,0.9097,5.9646,1.6892,8.9032
37259,0.0,0.0,0.0,0.5527
37258,1.0211,4.1925,2.7366,3.3902
37257,0.1021,1.7046,1.2767,3.2627
37256,0.6571,3.5923,0.8917,3.9527
37255,0.0753,6.0828,3.6526,7.3404
37254,0.3355,2.6504,0.0,2.2526
37253,0.6536,3.7346,0.9113,11.8299
37252,1.7388,3.536,2.3889,5.3625
37251,0.1514,5.3326,1.2318,4.7508
37250,0.0,6.3271,1.7652,6.4675
37249,0.4297,1.9567,1.1426,5.3724
37248,2.775,3.3681,0.7664,11.3114
37247,1.212,3.038,1.1325,4.242
37246,1.3036,6.0253,0.0,3.6819
37245,0.7559,4.7602,0.8141,4.7655
37244,0.1015,4.9912,1.3802,2.5135
37243,0.9261,0.2548,0.815,4.6265
37242,0.0,0.0,1.8861,0.0
37241,0.2583,1.3608,0.0,0.7106
37240,1.0017,6.799,1.4726,6.0594
37239,0.0,0.0,0.0,0.7139
37238,1.1756,2.5712,0.4239,5.4794
37237,2.0448,3.6397,0.5428,8.8017
37236,0.0,4.1875,1.2037,4.56
37235,0.0,4.5786,0.0,1.2304
37234,0.9549,2.2405,0.0,2.3387
37233,0.0,2.0007,0.0,3.6862
37232,0.6653,3.1236,0.5539,7.7988
37231,0.3742,2.0809,0.8601,6.6925
37230,1.5354,5.6478,1.253,8.6303
37229,0.4503,0.4503,0.4503,0.4503
37228,0.0,2.6766,1.4646,8.3277
37227,0.7743,2.5276,2.7373,5.2821
37226,1.1756,3.6604,0.4239,4.7277
37225,1.6516,2.2396,0.4239,6.2433
37224,0.5043,1.7027,0.6568,4.8561
37223,0.699,2.1438,2.1438,4.2121
37222,0.4952,5.2258,1.7492,4.8269
37221,1.0821,8.9914,1.872,12.7187
37220,4.7078,6.3833,5.3586,5.1288
37219,2.9733,8.4636,8.3218,5.1889
37218,3.9441,8.1665,7.5826,7.2321
37217,0.0,4.4322,2.6701,10.4173
37216,0.6352,3.0887,1.7687,3.8353
37215,0.0,4.0762,2.9026,5.8335
37214,0.4726,2.2619,0.3258,5.099
37213,5.9499,6.628,4.3983,5.6864
37212,0.0,3.5125,1.1705,4.1665
37211,1.3413,1.8246,0.3353,5.6348
37210,1.9449,4.979,0.3611,8.9635
37209,2.3312,6.5409,1.5129,11.4388
37208,0.5517,4.3897,3.9274,5.9174
37207,0.0,4.4394,1.9129,2.9714
37206,1.9747,4.7684,0.3654,4.4799
37205,0.9782,3.3075,2.1009,2.6512
37204,1.4599,3.8371,1.4599,3.3646
37203,1.27,0.2099,0.0,4.1893
37202,2.0078,4.7882,1.4662,7.0612
37201,1.0793,1.5069,0.4817,3.5399
37200,0.314,2.8042,0.0,7.4235
37199,0.612,2.7113,0.4213,3.13
37198,2.1374,3.5583,0.7448,8.1655
37197,2.1374,3.5583,0.7448,8.1655
37196,0.5585,3.2518,1.5889,2.9646
37195,0.2328,2.9377,0.0,2.9026
37194,2.643,3.0759,0.3635,5.2435
37193,0.0,0.7474,0.0,1.7896
37192,2.6243,2.2396,0.4239,5.0893
37191,0.242,5.604,0.5932,5.1175
37190,0.7869,7.9124,2.2449,6.2802
37189,0.0,0.9531,0.0,2.0595
37188,6.1919,3.8257,2.1076,5.6245
37187,1.3156,2.5401,1.3666,7.1442
37186,0.0,3.4647,0.0,6.7502
37185,0.9929,2.501,0.6726,2.8213
37184,1.3467,1.7319,0.0,4.2485
37183,0.2167,1.7205,1.4905,0.6041
37182,1.2367,1.681,0.449,4.0526
37181,0.184,0.184,0.7671,3.5055
37180,3.0254,4.8831,0.5992,5.547
37179,0.0,1.9051,0.0,3.7158
37178,2.4856,5.8381,1.4372,6.9147
37177,0.0,1.0022,1.3095,0.0
37176,0.0,3.086,1.688,1.4003
37175,0.0,3.086,1.688,1.4003
37174,1.25,7.0827,2.1141,4.8607
37173,0.0,1.6588,0.0,3.4049
37172,1.1229,2.268,1.2034,6.3074
37171,0.0,1.447,1.447,2.8252
37170,0.0,1.1885,1.2854,6.1398
37169,0.2957,3.2216,0.0,1.6471
37168,1.1756,2.2396,0.4239,4.0365
37167,1.7974,3.4572,1.6415,6.2807
37166,1.1723,3.3526,0.4015,5.5
37165,0.1787,2.4215,0.5127,5.3249
37164,1.2438,1.1574,0.0,3.1105
37162,1.5354,1.2625,0.0,2.9917
37161,0.738,1.2316,0.0,1.9696
37160,2.2607,0.7676,0.0,3.1922
37159,0.0,0.0,0.0,0.0
37158,0.2729,2.0422,0.6954,3.5359
37157,0.966,4.5635,1.9255,4.4901
37156,0.977,4.3721,0.9084,3.9804
37155,0.6303,2.9202,1.4706,1.904
37154,0.0,2.2262,0.0,4.5403
37153,0.171,2.7383,0.8334,2.9353
37152,0.9812,2.4348,0.8135,2.4128
37151,0.0502,1.9593,1.0574,2.0949
37150,0.2609,2.2315,1.4134,2.2208
37149,0.0,1.4882,1.0656,1.1582
37148,1.136,5.4533,2.8107,10.0588
37147,2.1579,3.9738,1.5184,9.5156
37146,0.5319,4.0755,0.5307,4.6779
37145,0.5569,2.8962,0.5609,5.4818
37144,5.5158,1.4722,0.0,3.6748
37143,0.2919,2.0386,1.3311,4.5107
37142,0.0,2.5029,0.0,1.5511
37141,1.4588,3.7473,1.3789,13.0004
37140,2.3787,3.3785,0.7336,3.2433
37139,0.0,3.5522,0.0,1.0843
37138,0.4639,7.5608,1.9135,1.7887
37137,0.0,0.3168,0.0,0.3168
37136,0.0701,2.7207,0.1384,2.8397
37135,0.0,4.0626,1.1431,3.0377
37134,1.2476,5.9408,3.7288,5.1137
37133,0.5539,1.3041,0.5539,3.3316
37132,0.5656,2.3351,0.1692,1.8422
37131,0.0,1.0618,0.0,1.3635
37130,0.5068,1.747,0.0,2.2106
37129,0.0,1.683,1.4956,1.8962
37128,0.2033,0.7242,0.1898,1.6841
37127,0.2026,2.6054,0.4,8.5009
37126,1.6904,3.5571,0.5861,3.7648
37125,0.9309,5.7951,4.9749,4.1638
37124,0.0,0.7788,1.7792,6.6093
37123,0.5192,5.2354,0.3574,4.5173
37122,1.5917,3.037,1.5126,7.0885
37121,0.4979,7.6875,6.7661,5.4023
37120,0.0,0.5967,0.5967,0.0
37119,1.9127,6.6239,3.0119,3.1965
37118,0.0,0.0,0.0,0.0
37117,0.0,1.3675,0.617,1.9639
37116,0.0,3.6005,0.0,3.9537
37115,0.0,3.464,0.0,2.0414
37114,1.7255,4.9492,0.5953,8.5228
37113,1.7143,3.7352,0.5269,9.658
37112,0.0,2.0889,0.9341,2.9359
37111,1.8822,6.3202,1.804,10.5377
37110,0.4803,3.6673,1.5612,5.862
37109,1.1926,2.8594,0.0,1.9628
37108,0.3632,3.3994,2.9384,4.6967
37107,0.9046,3.3244,0.5873,4.9888
37106,0.0,2.8368,0.0,1.214
37105,0.1885,3.4133,0.2425,2.9229
37104,0.7559,3.5252,0.8141,4.7655
37103,0.0,2.4441,0.0,0.5413
37102,1.4512,4.6345,2.0622,4.5587
37101,0.0,4.0544,2.412,3.0893
37100,0.6681,2.4957,1.0958,3.3532
37099,0.2781,2.98,1.8393,5.1419
37098,1.5578,2.6099,0.7218,3.3404
37097,0.0,1.1064,0.0,3.6867
37096,1.1756,3.0816,1.2659,4.7454
37095,0.0,1.6488,0.822,2.6602
37094,0.0,2.2445,1.3855,2.6726
37093,0.4503,3.9064,0.6394,4.3741
37092,1.1262,2.5664,0.0,3.4168
37091,0.0,1.6416,0.0,0.738
37090,0.6259,6.1941,1.0697,1.5036
37089,0.0,1.0156,1.0156,3.2784
37088,0.175,1.5819,0.175,2.6609
37087,0.9462,2.959,1.4376,4.6953
37086,0.0,0.0,0.0,0.0
37085,0.0,0.0,0.0,0.0
37084,1.9275,4.1285,2.0214,4.7427
37083,1.1756,2.2396,0.4239,6.0124
37082,0.0,4.6702,2.2106,6.4651
37081,1.1197,3.3231,0.8964,4.6124
37080,0.608,2.0694,0.608,4.3081
37079,0.0,0.4327,0.0,2.7925
37078,0.0,2.9716,0.0,2.8787
37077,1.0549,2.7882,1.9258,5.8663
37076,1.1191,3.3031,1.7004,4.9938
37075,0.7016,2.5798,0.7016,4.3461
37074,0.0,1.3388,0.0,3.1473
37073,1.1756,2.2396,0.4239,4.0365
37072,0.0,6.0176,0.7326,4.1803
37071,0.0,1.0988,0.0,4.4782
37070,0.3064,1.0741,0.0,2.4863
37069,2.3784,6.1183,0.9245,6.4806
37068,1.1885,2.5834,0.0,5.5356
37067,0.6099,3.904,4.3511,4.936
37066,0.7734,5.1723,1.2249,3.9093
37065,0.0,1.0744,0.0,3.8758
37064,0.0,2.4533,0.0,5.3077
37063,0.9399,2.937,3.6978,5.108
37062,1.407,0.9017,0.0,2.7304
37061,0.9549,2.3827,0.0,3.3019
37060,0.0,2.4289,0.0,3.5669
37059,0.3676,2.1976,1.1044,6.3688
37058,2.0761,1.5328,0.4297,5.3159
37057,0.3848,3.7399,0.9649,4.8513
37056,0.0,0.4085,0.0,0.4085
37055,0.8365,3.5654,0.7424,5.4241
37054,0.6653,2.974,0.6653,2.9243
37053,1.1756,2.9838,0.4239,5.51
37052,1.0839,4.0491,2.2962,5.6529
37051,1.6801,2.7449,0.9814,3.067
37050,1.2858,5.2728,2.3614,4.7148
37049,1.1756,2.8971,0.4239,4.752
37048,0.4761,2.8666,1.0419,3.1912
37047,0.2938,1.749,1.5514,1.8355
37046,0.2363,4.4709,1.3073,4.8776
37045,1.5377,3.1171,2.0303,4.704
37044,1.5377,3.1171,2.0303,4.704
37043,0.6759,4.7365,0.722,5.0413
37042,0.6759,4.7365,0.722,5.0413
37041,0.7872,7.2188,5.7262,8.4313
37040,0.1166,2.6407,0.576,3.6013
37039,0.0,0.0,0.0,0.0
37038,0.5517,0.5517,0.5517,2.3657
37037,4.8454,5.1462,1.4405,4.9906
37036,0.0,3.3951,3.21,3.162
37035,0.9256,5.4773,3.0175,1.5059
37034,1.543,4.5334,0.0,9.5781
37033,0.8983,2.3096,0.58,1.5181
37032,0.0,0.0,0.0,0.0
37031,0.7175,6.9771,0.4578,11.058
37030,0.9119,1.7423,0.3182,6.4443
37029,0.0,5.1046,0.4221,5.7694
37028,0.6563,4.5566,2.2452,6.6807
37027,0.0,5.6417,3.3044,5.5473
37026,1.1756,2.2396,0.4239,4.0365
37025,0.0,3.4234,0.0,4.6946
37024,0.3309,1.4182,0.0,1.1715
37023,1.2992,3.9795,0.7547,4.5977
37022,0.1774,1.509,1.0526,2.9296
37021,0.0,0.0,0.0,0.0
37020,0.0,2.3134,0.0,4.8316
37019,0.3547,2.1875,0.3547,7.0272
37018,0.3547,2.1875,0.3547,7.0272
37017,0.0,0.8312,0.0,1.7883
37016,0.0725,1.3417,1.085,3.0668
37015,0.0,1.9448,1.0936,3.6514
37014,1.6159,2.9464,0.5056,4.1726
37013,0.0814,1.7534,0.7945,1.4937
37012,1.1756,2.2396,0.4239,4.0365
37011,0.2204,3.3216,1.4021,3.9174
37010,0.0,1.4752,1.291,5.3567
37009,0.1792,2.2519,0.0,4.7578
